"common_name","scientific_name","wlab_taxon_id","wlab_scientificname","risk_assessed","wlab_review","wlab_review_reason","migration","garnett_movement","feeding_guild","trophic_level","primary_lifestyle","foraging_stratum","habitat_breadth","iucn_status","epbc_status","nsw_status","rez","n_checklists_rez","n_positive_rez","sufficient","seasonality_index","amplitude_link","peak_doy","peak_date","prob_seasonal","is_seasonal","window_start_doy","window_end_doy","window_start_date","window_end_date","window_wraps","mean_abund","se_abund","range_masked_in_rez","n_train_total","dev_expl","run_date"
"Masked Lapwing","Vanellus miles","u133b","Vanellus miles novaehollandiae",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","south_west",1545,121,TRUE,0.398817228512415,0.508856278387544,55,"24 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.854459555998323,0.0435003032943585,FALSE,334102,0.288633631217653,"2026-07-03"
"Pacific Black Duck","Anas superciliosa","u208","Anas superciliosa",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Herbivore aquatic","Herbivore","Aquatic","around-water",3,"LC","not listed","not listed","statewide",324750,84067,TRUE,0.270509891319359,0.315409470150781,56,"25 Feb",0,FALSE,NA,NA,NA,NA,FALSE,2.20631068976303,0.0466114544306883,FALSE,334039,0.213119097997681,"2026-07-03"
"Pacific Black Duck","Anas superciliosa","u208","Anas superciliosa",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Herbivore aquatic","Herbivore","Aquatic","around-water",3,"LC","not listed","not listed","central_west",3968,1079,TRUE,0.269835834577584,0.314485885982053,53,"22 Feb",0,FALSE,NA,NA,NA,NA,FALSE,2.13817871568149,0.0369591350366556,FALSE,334039,0.213119097997681,"2026-07-03"
"Pacific Black Duck","Anas superciliosa","u208","Anas superciliosa",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Herbivore aquatic","Herbivore","Aquatic","around-water",3,"LC","not listed","not listed","new_england",3778,1519,TRUE,0.186780933486505,0.206754751224527,53,"22 Feb",0,FALSE,NA,NA,NA,NA,FALSE,1.98638357990823,0.0460590023052201,FALSE,334039,0.213119097997681,"2026-07-03"
"Pacific Black Duck","Anas superciliosa","u208","Anas superciliosa",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Herbivore aquatic","Herbivore","Aquatic","around-water",3,"LC","not listed","not listed","south_west",1543,289,TRUE,0.269883105893685,0.314550628746206,53,"22 Feb",0,FALSE,NA,NA,NA,NA,FALSE,3.22893438166784,0.0506033614182849,FALSE,334039,0.213119097997681,"2026-07-03"
"Galah","Eolophus roseicapilla","u273a","Eolophus roseicapilla albiceps",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","statewide",324742,96009,TRUE,0.382071123471634,0.481381914671088,184,"03 Jul",0,FALSE,NA,NA,NA,NA,FALSE,8.49035070755892,0.0356083776622393,FALSE,334035,0.282877833182966,"2026-07-03"
"Galah","Eolophus roseicapilla","u273a","Eolophus roseicapilla albiceps",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","central_west",3963,2183,TRUE,0.569279570481045,0.842296054754786,155,"04 Jun",0.968,TRUE,69,224,"10 Mar","12 Aug",FALSE,9.54693215382636,0.029717525436542,FALSE,334035,0.282877833182966,"2026-07-03"
"Galah","Eolophus roseicapilla","u273a","Eolophus roseicapilla albiceps",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","new_england",3780,1605,TRUE,0.295106693687372,0.349708826186352,181,"30 Jun",0,FALSE,NA,NA,NA,NA,FALSE,4.3599258096014,0.0400905245923514,FALSE,334035,0.282877833182966,"2026-07-03"
"Galah","Eolophus roseicapilla","u273a","Eolophus roseicapilla albiceps",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","south_west",1550,688,TRUE,0.381123159532573,0.479848991412947,185,"04 Jul",0,FALSE,NA,NA,NA,NA,FALSE,12.2197274207832,0.0380208990529704,FALSE,334035,0.282877833182966,"2026-07-03"
"Gray Butcherbird","Cracticus torquatus","u702b;u702c","Cracticus torquatus torquatus;Cracticus torquatus leucopterus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Omnivore","Insessorial","ground",2,"LC","not listed","not listed","statewide",324804,68179,TRUE,0.367489305785366,0.458058150674174,82,"23 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.559491369608817,0.0376462312502604,FALSE,334105,0.257343411333189,"2026-07-03"
"Gray Butcherbird","Cracticus torquatus","u702b;u702c","Cracticus torquatus torquatus;Cracticus torquatus leucopterus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Omnivore","Insessorial","ground",2,"LC","not listed","not listed","central_west",3962,652,TRUE,0.367286605113854,0.457737732062179,82,"23 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.52107110141878,0.0285696866930084,FALSE,334105,0.257343411333189,"2026-07-03"
"Gray Butcherbird","Cracticus torquatus","u702b;u702c","Cracticus torquatus torquatus;Cracticus torquatus leucopterus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Omnivore","Insessorial","ground",2,"LC","not listed","not listed","new_england",3784,873,TRUE,0.367503470764982,0.458080545770983,82,"23 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.498557399839948,0.037951918339169,FALSE,334105,0.257343411333189,"2026-07-03"
"Gray Butcherbird","Cracticus torquatus","u702b;u702c","Cracticus torquatus torquatus;Cracticus torquatus leucopterus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Omnivore","Insessorial","ground",2,"LC","not listed","not listed","south_west",1555,189,TRUE,0.367373943016996,0.457875778660113,82,"23 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.54917991456119,0.0375062153827024,FALSE,334105,0.257343411333189,"2026-07-03"
"Crested Pigeon","Ocyphaps lophotes","u43a","Ocyphaps lophotes lophotes",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","statewide",324801,80428,TRUE,0.370766125677912,0.463252272117353,160,"09 Jun",0,FALSE,NA,NA,NA,NA,FALSE,2.99800939473802,0.036129009056451,FALSE,334102,0.280758734366492,"2026-07-03"
"Crested Pigeon","Ocyphaps lophotes","u43a","Ocyphaps lophotes lophotes",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","central_west",3968,1349,TRUE,0.371717138216548,0.464764797068528,161,"10 Jun",0,FALSE,NA,NA,NA,NA,FALSE,2.37876365625518,0.0301549866098889,FALSE,334102,0.280758734366492,"2026-07-03"
"Crested Pigeon","Ocyphaps lophotes","u43a","Ocyphaps lophotes lophotes",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","new_england",3784,1161,TRUE,0.371623217058015,0.464615319588128,156,"05 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.71095137855801,0.0485373040074542,FALSE,334102,0.280758734366492,"2026-07-03"
"Crested Pigeon","Ocyphaps lophotes","u43a","Ocyphaps lophotes lophotes",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",3,"LC","not listed","not listed","south_west",1549,515,TRUE,0.371377303394957,0.46422404867641,158,"07 Jun",0,FALSE,NA,NA,NA,NA,FALSE,3.5109042760186,0.0377756953992071,FALSE,334102,0.280758734366492,"2026-07-03"
"Australian Ibis","Threskiornis molucca","u179","Threskiornis moluccus moluccus",TRUE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC",NA,NA,"statewide",324691,59537,TRUE,0.28352492918585,0.333411825321086,57,"26 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.375668882987511,0.062988840732236,FALSE,333983,0.343725259072688,"2026-07-03"
"Australian Ibis","Threskiornis molucca","u179","Threskiornis moluccus moluccus",TRUE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC",NA,NA,"central_west",3964,550,TRUE,0.282939070370475,0.332594463430194,59,"28 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.185023873314311,0.0499416399337073,FALSE,333983,0.343725259072688,"2026-07-03"
"Australian Ibis","Threskiornis molucca","u179","Threskiornis moluccus moluccus",TRUE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC",NA,NA,"new_england",3776,354,TRUE,0.283100863320744,0.332820122365554,61,"02 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.105390121220957,0.0793513688411004,FALSE,333983,0.343725259072688,"2026-07-03"
"Australian Ibis","Threskiornis molucca","u179","Threskiornis moluccus moluccus",TRUE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC",NA,NA,"south_west",1552,134,TRUE,0.93129801756693,2.6779772237936,48,"17 Feb",1,TRUE,331,113,"27 Nov","23 Apr",TRUE,0.733169231588971,0.0672286683177546,FALSE,333983,0.343725259072688,"2026-07-03"
"Red Wattlebird","Anthochaera carunculata","u638a;u638c","Anthochaera carunculata carunculata;Anthochaera carunculata woodwardi",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;nomadic","Nectarivore","Herbivore","Insessorial","mid-high",3,"LC","not listed","not listed","statewide",324800,67353,TRUE,0.642463513009283,1.0285178605435,159,"08 Jun",1,TRUE,104,282,"14 Apr","09 Oct",FALSE,0.520504880186035,0.0348055668730312,FALSE,334103,0.435367557548755,"2026-07-03"
"Red Wattlebird","Anthochaera carunculata","u638a;u638c","Anthochaera carunculata carunculata;Anthochaera carunculata woodwardi",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;nomadic","Nectarivore","Herbivore","Insessorial","mid-high",3,"LC","not listed","not listed","central_west",3967,992,TRUE,0.642130765185601,1.02758762518884,158,"07 Jun",1,TRUE,104,282,"14 Apr","09 Oct",FALSE,0.596559452355912,0.0322938115585326,FALSE,334103,0.435367557548755,"2026-07-03"
"Red Wattlebird","Anthochaera carunculata","u638a;u638c","Anthochaera carunculata carunculata;Anthochaera carunculata woodwardi",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;nomadic","Nectarivore","Herbivore","Insessorial","mid-high",3,"LC","not listed","not listed","new_england",3780,1151,TRUE,0.606643313402314,0.933038479247045,154,"03 Jun",1,TRUE,104,288,"14 Apr","15 Oct",FALSE,1.56565862321223,0.0391328752778477,FALSE,334103,0.435367557548755,"2026-07-03"
"Red Wattlebird","Anthochaera carunculata","u638a;u638c","Anthochaera carunculata carunculata;Anthochaera carunculata woodwardi",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;nomadic","Nectarivore","Herbivore","Insessorial","mid-high",3,"LC","not listed","not listed","south_west",1556,109,TRUE,0.642372893079794,1.02826443620606,160,"09 Jun",1,TRUE,104,282,"14 Apr","09 Oct",FALSE,0.106747134140313,0.0390648653497592,FALSE,334103,0.435367557548755,"2026-07-03"
"Lewin's Honeyeater","Meliphaga lewinii","u605b","Meliphaga lewinii lewinii",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",5,"LC","not listed","not listed","statewide",324813,57698,TRUE,0.352280790167435,0.434297994698927,138,"18 May",0,FALSE,NA,NA,NA,NA,FALSE,0.214208956536155,0.0425138553800288,FALSE,334105,0.616052492861632,"2026-07-03"
"Lewin's Honeyeater","Meliphaga lewinii","u605b","Meliphaga lewinii lewinii",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",5,"LC","not listed","not listed","central_west",3969,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.000441591944334207,0.0418365694906401,FALSE,334105,0.616052492861632,"2026-07-03"
"Lewin's Honeyeater","Meliphaga lewinii","u605b","Meliphaga lewinii lewinii",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",5,"LC","not listed","not listed","new_england",3776,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0961105687564685,0.0586367633613845,FALSE,334105,0.616052492861632,"2026-07-03"
"Lewin's Honeyeater","Meliphaga lewinii","u605b","Meliphaga lewinii lewinii",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",5,"LC","not listed","not listed","south_west",1547,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.616052492861632,"2026-07-03"
"Maned Duck","Chenonetta jubata","u202","Chenonetta jubata",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Herbivore terrestrial","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","statewide",324785,70275,TRUE,0.27604832080523,0.323030630267418,76,"17 Mar",0,FALSE,NA,NA,NA,NA,FALSE,2.57457215747299,0.0517002910585062,FALSE,334077,0.133059466325819,"2026-07-03"
"Maned Duck","Chenonetta jubata","u202","Chenonetta jubata",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Herbivore terrestrial","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","central_west",3970,976,TRUE,0.422505477439886,0.54905632137556,63,"04 Mar",0.049,FALSE,NA,NA,NA,NA,FALSE,2.74605127400695,0.0399728252524596,FALSE,334077,0.133059466325819,"2026-07-03"
"Maned Duck","Chenonetta jubata","u202","Chenonetta jubata",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Herbivore terrestrial","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","new_england",3783,1097,TRUE,0.275956791346318,0.322904207916342,73,"14 Mar",0,FALSE,NA,NA,NA,NA,FALSE,2.58982296281246,0.0407628938724895,FALSE,334077,0.133059466325819,"2026-07-03"
"Maned Duck","Chenonetta jubata","u202","Chenonetta jubata",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Herbivore terrestrial","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","south_west",1539,432,TRUE,0.274804944515007,0.321314618264517,72,"13 Mar",0,FALSE,NA,NA,NA,NA,FALSE,2.69008804680978,0.059375471213392,FALSE,334077,0.133059466325819,"2026-07-03"
"Common Myna","Acridotheres tristis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Omnivore","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","statewide",324808,48449,TRUE,0.177625957635963,0.195559948052669,23,"23 Jan",0,FALSE,NA,NA,NA,NA,FALSE,0.239219831836502,0.0528969240792112,FALSE,334105,0.342007856871504,"2026-07-03"
"Common Myna","Acridotheres tristis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Omnivore","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","central_west",3972,176,TRUE,0.325111764947417,0.393208179518984,175,"24 Jun",0.002,FALSE,NA,NA,NA,NA,FALSE,0.486625583730984,0.0454472503386642,FALSE,334105,0.342007856871504,"2026-07-03"
"Common Myna","Acridotheres tristis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Omnivore","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","new_england",3777,454,TRUE,0.180377413246474,0.198911304732685,22,"22 Jan",0,FALSE,NA,NA,NA,NA,FALSE,0.209348323632735,0.0634726181341471,FALSE,334105,0.342007856871504,"2026-07-03"
"Common Myna","Acridotheres tristis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Omnivore","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","south_west",1548,20,TRUE,0.177151197248338,0.194982809943734,15,"15 Jan",0,FALSE,NA,NA,NA,NA,FALSE,0.078053184314901,0.0755340381519778,FALSE,334105,0.342007856871504,"2026-07-03"
"White-faced Heron","Egretta novaehollandiae",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","statewide",324799,51468,TRUE,0.457169579143897,0.610958308273309,77,"18 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.417887123844836,0.0460578824668227,FALSE,334103,0.315373138762387,"2026-07-03"
"White-faced Heron","Egretta novaehollandiae",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","central_west",3965,532,TRUE,0.458098078387097,0.61267025035084,77,"18 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.429202965639683,0.0366706079516871,FALSE,334103,0.315373138762387,"2026-07-03"
"White-faced Heron","Egretta novaehollandiae",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","new_england",3780,724,TRUE,0.457486046719279,0.611541473565158,78,"19 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.430507433550816,0.0525057111614218,FALSE,334103,0.315373138762387,"2026-07-03"
"White-faced Heron","Egretta novaehollandiae",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","south_west",1559,224,TRUE,0.563431212716219,0.828809327839214,71,"12 Mar",0.89,FALSE,NA,NA,NA,NA,FALSE,0.77042689133296,0.0435290434226817,FALSE,334103,0.315373138762387,"2026-07-03"
"Eastern Yellow Robin","Eopsaltria australis","u392a;u392b","Eopsaltria australis australis;Eopsaltria australis chrysorrhos",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",3,"LC","not listed","not listed","statewide",324806,57835,TRUE,0.184566859687466,0.204035846410215,215,"03 Aug",0,FALSE,NA,NA,NA,NA,FALSE,0.331598679986486,0.0546755558320504,FALSE,334105,0.478514520300225,"2026-07-03"
"Eastern Yellow Robin","Eopsaltria australis","u392a;u392b","Eopsaltria australis australis;Eopsaltria australis chrysorrhos",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",3,"LC","not listed","not listed","central_west",3969,622,TRUE,0.23324271397748,0.265584973558167,210,"29 Jul",0,FALSE,NA,NA,NA,NA,FALSE,0.372012729199469,0.0490982823085497,FALSE,334105,0.478514520300225,"2026-07-03"
"Eastern Yellow Robin","Eopsaltria australis","u392a;u392b","Eopsaltria australis australis;Eopsaltria australis chrysorrhos",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",3,"LC","not listed","not listed","new_england",3779,405,TRUE,0.184968790745573,0.204528872910741,215,"03 Aug",0,FALSE,NA,NA,NA,NA,FALSE,0.397996437144368,0.0497881045977802,FALSE,334105,0.478514520300225,"2026-07-03"
"Eastern Yellow Robin","Eopsaltria australis","u392a;u392b","Eopsaltria australis australis;Eopsaltria australis chrysorrhos",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",3,"LC","not listed","not listed","south_west",1551,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.478514520300225,"2026-07-03"
"Little Pied Cormorant","Microcarbo melanoleucos","u100","Microcarbo melanoleucos melanoleucos",TRUE,FALSE,NA,"Sedentary","total migrant","Aquatic predator","Carnivore","Aquatic","below-water",4,"LC","not listed","not listed","statewide",324808,53908,TRUE,0.384242152982137,0.484901498225319,90,"31 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.301841167655771,0.046798722804581,FALSE,334098,0.280774168437314,"2026-07-03"
"Little Pied Cormorant","Microcarbo melanoleucos","u100","Microcarbo melanoleucos melanoleucos",TRUE,FALSE,NA,"Sedentary","total migrant","Aquatic predator","Carnivore","Aquatic","below-water",4,"LC","not listed","not listed","central_west",3967,520,TRUE,0.384356101876778,0.485086570067901,93,"03 Apr",0,FALSE,NA,NA,NA,NA,FALSE,0.30307784767475,0.0374536556701591,FALSE,334098,0.280774168437314,"2026-07-03"
"Little Pied Cormorant","Microcarbo melanoleucos","u100","Microcarbo melanoleucos melanoleucos",TRUE,FALSE,NA,"Sedentary","total migrant","Aquatic predator","Carnivore","Aquatic","below-water",4,"LC","not listed","not listed","new_england",3777,768,TRUE,0.680651034580996,1.14147083862593,73,"14 Mar",1,TRUE,360,162,"26 Dec","11 Jun",TRUE,0.482495214887383,0.051150405551765,FALSE,334098,0.280774168437314,"2026-07-03"
"Little Pied Cormorant","Microcarbo melanoleucos","u100","Microcarbo melanoleucos melanoleucos",TRUE,FALSE,NA,"Sedentary","total migrant","Aquatic predator","Carnivore","Aquatic","below-water",4,"LC","not listed","not listed","south_west",1546,197,TRUE,0.384434846754901,0.485214484784158,89,"30 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.490093988027049,0.0491632336012559,FALSE,334098,0.280774168437314,"2026-07-03"
"Eastern Whipbird","Psophodes olivaceus","u421b","Psophodes olivaceus olivaceus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Generalist","ground",2,"LC","not listed","not listed","statewide",324802,50904,TRUE,0.380792418432049,0.479314712647291,254,"11 Sep",0,FALSE,NA,NA,NA,NA,FALSE,0.262021228788345,0.0487660252344383,FALSE,334105,0.556377931589178,"2026-07-03"
"Eastern Whipbird","Psophodes olivaceus","u421b","Psophodes olivaceus olivaceus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Generalist","ground",2,"LC","not listed","not listed","central_west",3968,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00236839734657513,0.0488041246346399,FALSE,334105,0.556377931589178,"2026-07-03"
"Eastern Whipbird","Psophodes olivaceus","u421b","Psophodes olivaceus olivaceus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Generalist","ground",2,"LC","not listed","not listed","new_england",3783,23,TRUE,0.381077321595803,0.479774927824955,251,"08 Sep",0,FALSE,NA,NA,NA,NA,FALSE,0.171133773713406,0.0532354520728237,FALSE,334105,0.556377931589178,"2026-07-03"
"Eastern Whipbird","Psophodes olivaceus","u421b","Psophodes olivaceus olivaceus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Generalist","ground",2,"LC","not listed","not listed","south_west",1552,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.556377931589178,"2026-07-03"
"Crimson Rosella","Platycercus elegans","u282a;u282c","Platycercus elegans elegans;Platycercus elegans flaveolus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",4,"LC","not listed","not listed","statewide",324795,64977,TRUE,0.374721094402011,0.469557479828408,172,"21 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.711489854167325,0.0411623369920326,FALSE,334104,0.518922380574818,"2026-07-03"
"Crimson Rosella","Platycercus elegans","u282a;u282c","Platycercus elegans elegans;Platycercus elegans flaveolus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",4,"LC","not listed","not listed","central_west",3970,179,TRUE,0.373874929546537,0.468205134781363,177,"26 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.65038626150466,0.0368485663619635,FALSE,334104,0.518922380574818,"2026-07-03"
"Crimson Rosella","Platycercus elegans","u282a;u282c","Platycercus elegans elegans;Platycercus elegans flaveolus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",4,"LC","not listed","not listed","new_england",3782,1643,TRUE,0.374412923482033,0.469064747704233,175,"24 Jun",0,FALSE,NA,NA,NA,NA,FALSE,3.5161434958683,0.0335246355540976,FALSE,334104,0.518922380574818,"2026-07-03"
"Crimson Rosella","Platycercus elegans","u282a;u282c","Platycercus elegans elegans;Platycercus elegans flaveolus",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Omnivore","Herbivore","Insessorial","mid-high",4,"LC","not listed","not listed","south_west",1557,531,TRUE,0.313409581674232,0.376017353305312,166,"15 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.462529601291908,0.0532747143032135,FALSE,334104,0.518922380574818,"2026-07-03"
"Silver Gull","Chroicocephalus novaehollandiae","u125","Larus novaehollandiae novaehollandiae",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Omnivore","Carnivore","Generalist","around-water",4,"LC","not listed","not listed","statewide",324499,37531,TRUE,0.177651567847679,0.195591090342161,45,"14 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.167147480045141,0.0746271364264453,FALSE,333802,0.568684563538386,"2026-07-03"
"Silver Gull","Chroicocephalus novaehollandiae","u125","Larus novaehollandiae novaehollandiae",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Omnivore","Carnivore","Generalist","around-water",4,"LC","not listed","not listed","central_west",3971,96,TRUE,0.178274613326856,0.196349019215997,43,"12 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.00838000947563442,0.0562489307515181,FALSE,333802,0.568684563538386,"2026-07-03"
